Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
13500,23.0,46986,Diesel,90,1,0,2000.0,3,1165.0
13750,23.0,72937,Diesel,90,1,0,2000.0,3,1165.0
13950,24.0,41711,Diesel,90,1,0,2000.0,3,1165.0
14950,26.0,48000,Diesel,90,0,0,2000.0,3,1165.0
13750,30.0,38500,Diesel,90,0,0,2000.0,3,1170.0
12950,32.0,61000,Diesel,90,0,0,2000.0,3,1170.0
16900,27.0,94612,Diesel,90,1,0,2000.0,3,1245.0
18600,30.0,75889,Diesel,90,1,0,2000.0,3,1245.0
21500,27.0,19700,Petrol,192,0,0,1800.0,3,1185.0
12950,23.0,71138,Diesel,69,0,0,1900.0,3,1105.0
20950,25.0,31461,Petrol,192,0,0,1800.0,3,1185.0
19950,22.0,43610,Petrol,192,0,0,1800.0,3,1185.0
19600,25.0,32189,Petrol,192,0,0,1800.0,3,1185.0
21500,31.0,23000,Petrol,192,1,0,1800.0,3,1185.0
22500,32.0,34131,,192,1,0,1800.0,3,1185.0
22000,28.0,18739,Petrol,192,0,0,1800.0,3,1185.0
22750,30.0,34000,Petrol,192,1,0,1800.0,3,1185.0
17950,24.0,21716,Petrol,110,1,0,1600.0,3,1105.0
16750,24.0,25563,Petrol,110,0,0,1600.0,3,1065.0
16950,30.0,64359,Petrol,110,1,0,1600.0,3,1105.0
15950,30.0,67660,Petrol,110,1,0,1600.0,3,1105.0
16950,29.0,43905,Petrol,110,0,1,1600.0,3,1170.0
15950,28.0,56349,Petrol,110,1,0,1600.0,3,1120.0
16950,28.0,32220,Petrol,110,1,0,1600.0,3,1120.0
16250,29.0,25813,Petrol,110,1,0,1600.0,3,1120.0
15950,25.0,28450,Petrol,110,1,0,1600.0,3,1120.0
17495,27.0,34545,Petrol,110,1,0,1600.0,3,1120.0
15750,29.0,41415,Petrol,110,1,0,1600.0,3,1120.0
16950,28.0,44142,Petrol,110,0,0,1600.0,3,1120.0
17950,30.0,11090,Petrol,110,1,0,1600.0,3,1120.0
12950,29.0,9750,Petrol,97,1,0,1400.0,3,1100.0
15750,22.0,35199,Petrol,97,1,0,1400.0,3,1100.0
15950,27.0,29510,Petrol,97,1,0,1400.0,3,1100.0
14950,26.0,32692,Petrol,97,1,0,1400.0,3,1100.0
15500,22.0,41000,Petrol,97,1,0,1400.0,3,1100.0
15750,26.0,43000,Petrol,97,0,0,1400.0,3,1100.0
15950,25.0,25000,Petrol,97,0,0,1400.0,3,1100.0
14950,23.0,10000,Petrol,97,1,0,1400.0,3,1100.0
15750,,25329,Petrol,97,1,0,1400.0,3,1100.0
14750,27.0,27500,Petrol,97,0,0,1400.0,3,1100.0
13950,22.0,49059,Petrol,97,0,0,1400.0,3,1100.0
16750,27.0,44068,Petrol,97,1,0,1400.0,3,1100.0
13950,22.0,46961,Petrol,97,0,0,1400.0,3,1100.0
16950,27.0,110404,Diesel,90,0,0,2000.0,5,1255.0
16950,22.0,100250,Diesel,90,0,0,2000.0,5,1255.0
19000,23.0,84000,Diesel,90,0,0,2000.0,5,1270.0
17950,27.0,79375,Diesel,90,1,0,2000.0,5,1255.0
15800,22.0,75048,Petrol,97,1,0,1400.0,5,1110.0
17950,22.0,72215,Diesel,90,1,0,2000.0,5,1255.0
21950,31.0,64982,Petrol,192,1,0,1800.0,5,1195.0
17950,22.0,62636,Diesel,90,1,0,2000.0,5,1255.0
15750,30.0,57086,Petrol,97,1,0,1400.0,5,1110.0
20500,26.0,56000,Petrol,110,1,1,1600.0,5,1180.0
21950,27.0,49866,Petrol,192,1,0,1800.0,5,1195.0
15500,25.0,49163,Petrol,110,0,1,1600.0,5,1165.0
13250,32.0,45725,Petrol,110,1,0,1600.0,5,1075.0
15250,28.0,43210,Petrol,97,0,0,1400.0,5,1110.0
15250,26.0,43000,Petrol,97,0,0,1400.0,5,1110.0
18950,23.0,39704,Petrol,110,1,1,1600.0,5,1180.0
15999,30.0,38950,Petrol,110,1,0,1600.0,5,1130.0
14950,22.0,37400,Petrol,97,1,0,1400.0,5,1110.0
16500,27.0,37177,Petrol,110,0,0,1600.0,5,1130.0
18750,31.0,36544,Petrol,110,1,0,1600.0,5,1130.0
17950,30.0,33511,Petrol,110,1,0,1600.0,5,1130.0
17950,27.0,32809,Petrol,97,1,0,1400.0,5,1110.0
16950,26.0,32181,Petrol,110,1,0,1600.0,5,1075.0
18950,28.0,30993,Petrol,110,1,0,1600.0,5,1130.0
14950,22.0,30400,Petrol,97,1,0,1400.0,5,1110.0
22250,22.0,30000,Diesel,110,1,0,2000.0,5,1275.0
15950,25.0,29719,Petrol,97,1,0,1400.0,5,1110.0
15950,28.0,29206,Petrol,97,1,0,1400.0,5,1110.0
12995,32.0,29198,Petrol,97,1,0,1400.0,5,1060.0
18950,28.0,28817,Petrol,110,1,0,1598.0,5,1130.0
15750,,28227,Petrol,97,1,0,1400.0,5,1110.0
19950,28.0,28000,Petrol,110,0,0,1600.0,5,1130.0
16950,23.0,28000,Petrol,110,1,0,1600.0,5,1115.0
18750,31.0,25266,Petrol,110,1,0,1600.0,5,1130.0
18450,27.0,23489,Petrol,110,0,0,1600.0,5,1115.0
16895,29.0,22575,Petrol,110,1,0,1600.0,5,1115.0
14900,30.0,22000,Petrol,97,1,0,1400.0,5,1110.0
18950,25.0,20019,Petrol,110,1,1,1600.0,5,1180.0
17250,29.0,20000,Petrol,110,1,0,1600.0,5,1115.0
15450,25.0,17003,Petrol,97,1,0,1400.0,5,1110.0
17950,31.0,16238,Petrol,110,1,1,1600.0,5,1180.0
16650,25.0,15414,Petrol,97,1,0,1400.0,5,1110.0
17450,28.0,8537,Petrol,110,1,0,1600.0,5,1130.0
14900,30.0,7000,Petrol,97,1,0,1400.0,5,1100.0
17950,20.0,66966,Diesel,90,1,0,2000.0,3,1245.0
15950,19.0,51884,Petrol,97,1,0,1400.0,3,1100.0
21950,19.0,50005,Diesel,110,1,0,2000.0,3,1265.0
16450,20.0,48110,Petrol,97,1,0,1400.0,3,1100.0
22250,20.0,37500,Diesel,90,1,0,2000.0,3,1260.0
19950,16.0,34472,Diesel,90,1,0,1995.0,3,1260.0
15950,20.0,33329,Petrol,97,1,0,1400.0,3,1100.0
18900,20.0,31850,Petrol,110,0,0,1600.0,3,1120.0
19950,17.0,30351,Diesel,90,1,0,1995.0,3,1260.0
15950,19.0,29435,Petrol,97,1,0,1400.0,3,1100.0
15950,19.0,25948,Petrol,97,1,0,1400.0,3,1100.0
18750,11.0,24500,Petrol,110,1,0,1600.0,3,1120.0
17450,18.0,23902,Petrol,97,1,0,1400.0,3,1100.0
18990,20.0,23175,Petrol,110,1,0,1600.0,3,1120.0
16250,19.0,19200,Petrol,97,1,0,1400.0,3,1100.0
18500,13.0,18000,Petrol,71,0,0,1400.0,3,1125.0
18500,11.0,16123,Petrol,110,1,0,1600.0,3,1105.0
19450,11.0,14635,Petrol,110,1,1,1600.0,3,1155.0
16950,19.0,13748,Petrol,97,1,0,1400.0,3,1100.0
18800,14.0,11500,Petrol,110,1,0,1600.0,3,1045.0
17450,17.0,10000,Petrol,97,1,0,1400.0,3,1100.0
17950,20.0,7187,Petrol,110,1,0,1600.0,3,1105.0
32500,4.0,1,Diesel,116,0,0,2000.0,5,1480.0
31000,4.0,4000,Diesel,116,1,0,2000.0,5,1480.0
31275,4.0,1500,Diesel,116,1,0,2000.0,5,1480.0
24950,8.0,13253,Diesel,116,1,0,2000.0,5,1320.0
24950,8.0,13253,Diesel,116,1,0,2000.0,5,1320.0
22950,7.0,10000,Diesel,116,1,0,2000.0,5,1270.0
24990,8.0,6000,Diesel,90,1,0,2000.0,5,1280.0
21950,8.0,10841,Diesel,90,1,0,2000.0,5,1270.0
17900,7.0,1,Petrol,110,1,0,1600.0,3,1105.0
19250,20.0,63000,Diesel,90,1,0,2000.0,5,1255.0
22250,17.0,57313,Diesel,110,1,0,2000.0,5,1275.0
18950,13.0,57037,Petrol,110,0,0,1600.0,5,1115.0
19950,19.0,51099,Diesel,90,1,0,2000.0,5,1255.0
16350,14.0,40010,Petrol,110,1,0,1600.0,5,1115.0
18950,20.0,39115,Petrol,110,1,0,1600.0,5,1130.0
16950,17.0,36012,Petrol,110,0,0,1600.0,5,1130.0
21750,16.0,36000,Petrol,110,1,0,1600.0,5,1130.0
15950,20.0,36000,Petrol,110,1,0,1600.0,5,1075.0
16500,20.0,35000,Petrol,97,1,0,1400.0,5,1110.0
17950,17.0,33740,Petrol,97,1,0,1400.0,5,1135.0
15850,13.0,33477,Petrol,110,1,0,1600.0,5,1075.0
16250,20.0,32627,Petrol,97,1,0,1400.0,5,1110.0
15950,20.0,29797,Petrol,97,1,0,1400.0,5,1110.0
16250,19.0,29441,Petrol,97,1,0,1400.0,5,1110.0
15950,13.0,29371,Petrol,110,1,0,1600.0,4,1105.0
16500,20.0,29000,Petrol,97,0,0,1400.0,5,1110.0
16500,19.0,27821,Petrol,97,0,0,1400.0,5,1110.0
18450,19.0,27371,Petrol,97,0,0,1400.0,5,1135.0
16250,13.0,25170,Petrol,110,1,0,1600.0,5,1105.0
23000,11.0,25000,Diesel,116,1,0,2000.0,5,1320.0
19900,20.0,23000,Petrol,110,1,0,1600.0,5,1130.0
16450,20.0,22588,Petrol,97,1,0,1400.0,5,1110.0
23950,19.0,21684,Petrol,192,1,0,1800.0,5,1185.0
19950,13.0,21428,Petrol,110,1,0,1600.0,5,1130.0
18500,16.0,20629,Petrol,110,1,0,1600.0,4,1090.0
18950,15.0,20270,Petrol,110,1,0,1600.0,5,1130.0
16450,16.0,20105,Petrol,97,0,0,1400.0,5,1110.0
20500,20.0,20000,Petrol,110,0,1,1600.0,5,1165.0
24500,13.0,19988,Petrol,110,1,0,1600.0,5,1130.0
19450,19.0,18328,Petrol,110,0,0,1600.0,5,1130.0
20950,14.0,17896,Petrol,110,1,1,1600.0,4,1150.0
17200,20.0,17300,Petrol,97,1,0,1400.0,5,1110.0
19950,19.0,17038,Petrol,110,0,0,1600.0,5,1130.0
18450,10.0,13747,Petrol,97,1,0,1400.0,5,1110.0
19500,12.0,13634,Petrol,110,1,0,1600.0,5,1115.0
21750,13.0,13178,Petrol,110,1,0,1600.0,5,1130.0
16868,15.0,13157,Petrol,97,1,0,1400.0,4,1085.0
19500,16.0,13000,Petrol,110,1,0,1600.0,4,1105.0
18900,11.0,12500,Petrol,110,1,0,1600.0,5,1115.0
19750,17.0,11999,Petrol,110,1,0,1600.0,5,1130.0
19750,16.0,11754,Petrol,110,0,1,1600.0,5,1180.0
18950,16.0,11000,Petrol,110,1,0,1600.0,4,1105.0
20750,17.0,10000,Petrol,110,0,0,1598.0,5,1105.0
19600,9.0,7650,Petrol,110,1,0,1600.0,5,1115.0
19500,14.0,6500,Petrol,110,1,0,1600.0,4,1100.0
17650,11.0,6155,Petrol,97,1,0,1400.0,5,1110.0
19950,14.0,6000,Petrol,110,0,0,1600.0,5,1130.0
19950,14.0,5459,Petrol,110,1,0,1600.0,5,1130.0
20950,14.0,5278,Petrol,110,1,1,1600.0,4,1150.0
20500,12.0,5000,Petrol,110,1,0,1600.0,5,1130.0
17795,9.0,1,Petrol,98,1,0,1400.0,4,1065.0
18245,9.0,1,Petrol,110,1,0,1600.0,5,1075.0
23750,8.0,11000,Petrol,110,1,0,1600.0,5,1130.0
19500,8.0,10077,Petrol,97,1,0,1400.0,5,1110.0
18950,8.0,10000,Petrol,97,1,0,1400.0,5,1110.0
21950,8.0,9788,Petrol,110,1,0,1600.0,5,1130.0
19950,8.0,8574,Petrol,110,1,0,1600.0,5,1130.0
18950,8.0,7000,Petrol,110,0,0,1600.0,5,1115.0
19950,7.0,6250,Petrol,110,1,0,1600.0,5,1115.0
21950,8.0,5000,Petrol,110,1,0,1600.0,5,1130.0
22500,6.0,3000,Petrol,110,0,0,1600.0,5,1130.0
18500,7.0,2000,Petrol,110,0,0,1600.0,5,1075.0
18700,7.0,450,Petrol,97,1,0,1400.0,5,1110.0
21125,2.0,225,Petrol,97,1,0,1400.0,5,1110.0
21500,2.0,15,Petrol,110,1,0,1600.0,5,1130.0
17795,1.0,1,Petrol,98,1,0,1400.0,4,1100.0
18245,1.0,1,Petrol,110,1,0,1600.0,5,1075.0
6950,43.0,243000,Diesel,69,0,0,1900.0,3,1110.0
9500,38.0,180638,Diesel,90,0,0,2000.0,4,1160.0
11950,40.0,179860,Diesel,90,1,0,2000.0,5,1205.0
7750,43.0,178858,CNG,110,0,0,1600.0,3,1084.0
11950,40.0,161000,Diesel,69,1,0,1900.0,3,1105.0
4350,44.0,158320,Diesel,69,0,0,1800.0,5,1110.0
4750,44.0,131273,Diesel,69,1,0,1800.0,5,1110.0
11750,40.0,130062,Diesel,69,1,0,1900.0,5,1140.0
13250,41.0,123425,Diesel,69,1,0,1900.0,5,1140.0
11950,37.0,118217,Petrol,110,1,0,1600.0,5,1075.0
11900,44.0,110000,Diesel,69,1,0,1900.0,5,1095.0
14750,39.0,108847,Diesel,90,1,0,2000.0,5,1205.0
9950,42.0,105699,Petrol,97,1,0,1400.0,3,1025.0
11950,39.0,98823,CNG,110,1,0,1600.0,5,1119.0
11495,44.0,96829,Petrol,110,1,0,1600.0,5,1075.0
11250,40.0,96518,Petrol,97,1,0,1400.0,3,1025.0
10500,42.0,92204,Petrol,110,1,0,1600.0,5,1075.0
10450,35.0,91456,Diesel,69,1,0,1900.0,3,1110.0
12950,43.0,89968,Diesel,69,1,0,1900.0,5,1140.0
11500,44.0,89757,Petrol,110,1,0,1600.0,3,1045.0
12500,40.0,85389,Petrol,110,1,0,1600.0,5,1075.0
10950,43.0,85017,Petrol,97,0,0,1400.0,5,1060.0
11450,41.0,84312,Petrol,110,0,0,1600.0,5,1080.0
11950,37.0,82743,CNG,110,1,0,1600.0,5,1121.0
13250,41.0,81106,Diesel,69,1,0,1900.0,5,1140.0
14750,40.0,80425,Diesel,90,1,0,2000.0,5,1205.0
11790,34.0,78677,Petrol,110,1,1,1600.0,5,1105.0
11450,40.0,78425,Petrol,110,1,0,1600.0,5,1075.0
13500,33.0,78108,Diesel,90,1,0,2000.0,3,1170.0
10950,33.0,77321,Petrol,110,1,0,1600.0,5,1075.0
13500,33.0,75699,Diesel,69,0,0,1900.0,3,1105.0
10950,41.0,75697,Petrol,97,1,0,1400.0,3,1025.0
10950,44.0,74846,Petrol,97,1,0,1400.0,3,1025.0
12950,38.0,74319,Petrol,110,1,0,1600.0,5,1075.0
11950,43.0,74285,Petrol,110,1,0,1600.0,5,1075.0
12450,44.0,74172,Petrol,110,1,0,1600.0,5,1615.0
11950,40.0,73042,Petrol,110,1,0,1598.0,5,1075.0
14950,44.0,71793,CNG,110,1,0,1600.0,4,1067.0
12450,35.0,71200,Petrol,110,1,0,1600.0,5,1075.0
12950,38.0,67805,Petrol,110,1,0,1600.0,5,1075.0
11950,35.0,65988,Petrol,110,1,0,1600.0,3,1040.0
11690,34.0,65345,Petrol,97,1,0,1400.0,5,1060.0
12450,42.0,64564,Petrol,110,1,0,1600.0,5,1080.0
12750,36.0,63459,Petrol,97,1,0,1400.0,5,1060.0
11925,44.0,63451,Petrol,97,0,0,1400.0,3,1025.0
12950,33.0,62000,Petrol,110,1,0,1600.0,5,1075.0
11950,42.0,61300,Petrol,97,1,0,1400.0,3,1030.0
12900,41.0,61200,Petrol,110,1,0,1600.0,3,1045.0
11900,41.0,61000,Petrol,110,0,0,1600.0,5,1075.0
11650,38.0,60829,Petrol,110,1,0,1600.0,5,1075.0
10950,44.0,60500,Petrol,110,0,0,1600.0,5,1075.0
13950,35.0,59500,Diesel,69,1,0,1900.0,3,1110.0
13950,44.0,59000,Petrol,110,0,1,1600.0,5,1110.0
11950,40.0,58954,Petrol,110,1,0,1600.0,5,1080.0
10950,38.0,58798,Petrol,110,1,0,1600.0,5,1075.0
12450,38.0,58363,Petrol,110,1,0,1600.0,3,1055.0
11950,43.0,58277,Petrol,110,1,0,1600.0,3,1045.0
13500,33.0,57711,Diesel,90,1,0,2000.0,3,1165.0
11690,33.0,57269,Petrol,110,1,0,1600.0,5,1075.0
13500,39.0,56001,Petrol,110,1,0,1600.0,5,1075.0
11950,42.0,55968,Petrol,110,0,0,1600.0,3,1050.0
12900,39.0,55678,Petrol,110,1,0,1600.0,4,1030.0
13500,43.0,55539,Petrol,110,1,0,1600.0,5,1085.0
11750,42.0,55400,Petrol,110,0,0,1600.0,5,1075.0
11750,33.0,55350,Petrol,110,0,0,1600.0,5,1075.0
10850,43.0,54600,Petrol,110,0,0,1600.0,4,1030.0
11750,43.0,53773,Petrol,110,1,0,1600.0,5,1075.0
14950,42.0,53719,Petrol,110,1,1,1600.0,5,1105.0
9940,39.0,53644,Petrol,110,1,0,1600.0,5,1075.0
12900,42.0,53350,Petrol,110,0,0,1600.0,5,1075.0
13500,38.0,53000,Petrol,110,1,0,1600.0,5,1075.0
11750,44.0,52084,Petrol,97,1,0,1400.0,3,1025.0
11950,44.0,52000,Petrol,97,0,0,1400.0,3,1025.0
13450,33.0,51945,Petrol,110,1,0,1600.0,5,1075.0
11950,41.0,51732,Petrol,97,1,0,1400.0,3,1025.0
12495,39.0,50873,Petrol,110,1,0,1600.0,5,1075.0
13500,41.0,50856,Petrol,110,0,0,1600.0,4,1030.0
12750,40.0,50640,Petrol,110,1,0,1600.0,5,1075.0
12000,39.0,50000,Petrol,97,1,0,1400.0,5,1060.0
11950,38.0,49500,Petrol,110,1,0,1600.0,5,1075.0
12495,44.0,49332,Petrol,110,1,0,1600.0,5,1080.0
12450,34.0,49291,Petrol,110,1,0,1600.0,3,1040.0
14750,40.0,48952,Diesel,90,1,0,2000.0,5,1205.0
10950,39.0,48945,Petrol,110,0,0,1600.0,3,1040.0
13500,33.0,48928,Diesel,69,1,0,1900.0,3,1105.0
12950,38.0,48197,Petrol,110,1,0,1600.0,5,1075.0
13500,35.0,48052,Diesel,69,1,0,1900.0,3,1105.0
13450,34.0,48011,Petrol,110,1,0,1600.0,4,1030.0
13500,43.0,48000,Petrol,110,1,0,1600.0,5,1075.0
11480,41.0,47350,Petrol,110,1,0,1600.0,5,1075.0
13450,39.0,46821,Petrol,97,1,0,1400.0,5,1060.0
11495,39.0,46694,Petrol,110,0,0,1600.0,3,1040.0
12750,43.0,46515,Petrol,97,0,0,1400.0,5,1025.0
14990,38.0,46327,Petrol,110,1,0,1600.0,3,1055.0
12950,35.0,46304,Petrol,97,1,0,1400.0,5,1060.0
12950,40.0,45886,Petrol,110,1,0,1600.0,5,1080.0
12850,39.0,45713,Petrol,97,1,0,1400.0,5,1085.0
13950,40.0,45600,Petrol,110,1,1,1600.0,5,1105.0
11950,41.0,45287,Petrol,110,1,0,1600.0,5,1075.0
12950,39.0,45081,Petrol,110,1,0,1600.0,5,1075.0
11700,40.0,44830,Petrol,110,1,0,1600.0,5,1075.0
9950,37.0,44757,Petrol,97,0,0,1400.0,3,1025.0
11895,44.0,44218,Petrol,97,1,0,1400.0,5,1060.0
12950,43.0,43632,Petrol,110,1,0,1600.0,5,1075.0
12500,36.0,43427,Petrol,110,1,0,1600.0,3,1040.0
13875,39.0,43254,Petrol,110,1,0,1600.0,5,1075.0
10500,35.0,43000,Petrol,110,0,0,1600.0,3,1050.0
12295,33.0,42823,Petrol,110,1,0,1600.0,5,1075.0
13950,42.0,42560,Petrol,110,1,0,1600.0,5,1080.0
10950,38.0,41754,Petrol,110,0,0,1600.0,3,1040.0
12950,44.0,41499,CNG,110,1,0,1600.0,5,1103.0
12850,40.0,41339,Petrol,110,1,0,1600.0,5,1080.0
13995,35.0,41000,Petrol,110,1,0,1600.0,5,1075.0
13750,39.0,40000,Petrol,110,1,0,1600.0,3,1055.0
12750,37.0,39757,Petrol,110,1,0,1600.0,5,1075.0
12500,41.0,39659,Petrol,110,1,0,1600.0,3,1045.0
13950,43.0,39650,Petrol,110,0,0,1600.0,3,1055.0
11500,39.0,39524,Petrol,97,1,0,1398.0,3,1025.0
13950,44.0,39516,Petrol,97,1,0,1400.0,5,1060.0
11895,41.0,39439,Petrol,97,0,0,1400.0,5,1060.0
9950,44.0,39000,Petrol,97,1,0,1400.0,3,1025.0
13500,42.0,38932,Petrol,110,1,0,1600.0,3,1040.0
11450,37.0,38812,Petrol,97,0,0,1400.0,3,1025.0
12450,42.0,38665,Petrol,110,1,0,1600.0,5,1075.0
12950,40.0,38653,Petrol,110,1,0,1600.0,5,1080.0
13995,44.0,38461,Petrol,110,1,0,1600.0,5,1080.0
11750,42.0,38078,Petrol,97,0,0,1400.0,3,1025.0
11650,39.0,37782,Petrol,97,1,0,1400.0,5,1060.0
9950,43.0,37576,Petrol,97,0,0,1400.0,3,1030.0
13950,41.0,37533,Petrol,110,1,0,1600.0,5,1075.0
12950,44.0,37389,Petrol,110,1,0,1600.0,5,1080.0
10950,38.0,37320,Petrol,97,1,0,1400.0,3,1025.0
9900,42.0,37000,Petrol,97,1,0,1400.0,3,1025.0
11950,44.0,37000,Petrol,110,0,0,1600.0,4,1075.0
11990,40.0,36566,Petrol,110,0,0,1600.0,5,1090.0
10750,36.0,36269,Petrol,110,1,0,1600.0,5,1075.0
13950,37.0,36074,Petrol,110,1,1,1600.0,5,1075.0
11250,44.0,36066,Petrol,110,1,0,1600.0,3,1040.0
12950,39.0,34599,Petrol,110,1,0,1600.0,5,1075.0
11950,41.0,34000,Petrol,110,1,0,1600.0,5,1075.0
10950,42.0,33623,Petrol,97,1,0,1400.0,3,1025.0
12950,33.0,33591,Petrol,110,1,0,1600.0,5,1075.0
12950,35.0,33258,Petrol,110,1,0,1600.0,5,1075.0
11695,43.0,33113,Petrol,110,1,0,1600.0,5,1075.0
11000,41.0,33000,Petrol,110,1,1,1600.0,5,1075.0
13950,35.0,32941,Petrol,110,1,0,1600.0,5,1080.0
11950,38.0,32781,Petrol,110,0,0,1600.0,5,1075.0
11750,40.0,32532,Petrol,110,1,0,1600.0,3,1040.0
12400,34.0,32431,Petrol,97,1,0,1400.0,5,1060.0
12500,35.0,32000,Petrol,110,0,0,1600.0,3,1040.0
12900,33.0,31000,Petrol,110,1,0,1600.0,5,1075.0
12200,41.0,30989,Petrol,110,0,0,1600.0,3,1045.0
12750,43.0,30742,Petrol,110,1,0,1600.0,3,1040.0
11950,42.0,30190,Petrol,110,1,0,1600.0,5,1075.0
11900,41.0,29716,Petrol,116,1,0,1600.0,5,1075.0
11950,44.0,29716,Petrol,110,1,1,1600.0,3,1070.0
14950,42.0,29640,Petrol,110,0,0,1600.0,3,1055.0
11950,41.0,29056,Petrol,97,1,0,1400.0,5,1060.0
12950,33.0,28715,Petrol,110,1,0,1600.0,5,1075.0
14950,41.0,28571,Petrol,110,0,0,1600.0,5,1090.0
13450,40.0,28362,Petrol,110,1,0,1600.0,3,1040.0
13750,38.0,28150,Petrol,110,1,0,1600.0,5,1075.0
12950,43.0,27301,Petrol,110,1,0,1600.0,3,1040.0
12750,33.0,27240,Petrol,110,1,0,1600.0,5,1075.0
11895,39.0,27170,Petrol,97,1,0,1400.0,5,1060.0
9950,42.0,27141,Petrol,97,1,0,1400.0,5,1060.0
12450,38.0,26262,Petrol,110,1,0,1600.0,5,1075.0
12500,38.0,26000,Petrol,97,1,0,1400.0,5,1060.0
14950,43.0,25228,Petrol,110,1,0,1600.0,3,1045.0
13750,39.0,25062,Petrol,110,1,0,1600.0,5,1080.0
